"mod_translations";"3";"1";"Artikel+w%E4hlen";
"mod_translations";"4";"1";"Anrede";
"mod_translations";"4";"1";"Herr";
"mod_translations";"4";"1";"Frau";
"mod_translations";"4";"1";"Name";
"mod_translations";"4";"1";"Vorname";
"mod_translations";"4";"1";"Firma";
"mod_translations";"4";"1";"Stra%DFe%2FNr.";
"mod_translations";"4";"1";"PLZ%2FOrt";
"mod_translations";"4";"1";"Telefon";
"mod_translations";"4";"1";"E-Mail";
"mod_translations";"4";"1";"Nachricht";
"mod_translations";"4";"1";"Bitte+alle+Felder+ausf%FCllen";
"mod_translations";"4";"1";"abschicken";
"mod_translations";"4";"1";"l%F6schen";
"mod_translations";"4";"1";"Bitte+geben+Sie+Ihren+Vornamen+ein%21";
"mod_translations";"4";"1";"Bitte+geben+Sie+Ihren+Namen+ein%21";
"mod_translations";"4";"1";"Bitte+geben+Sie+Ihre+E-Mail-Adresse+ein%21";
"mod_translations";"4";"1";"Bitte+geben+Sie+Ihre+Stra%26szlig%3Be+ein%21";
"mod_translations";"4";"1";"Bitte+geben+Sie+Ihre+PLZ%2FOrt+ein%21";
"mod_translations";"4";"1";"Beim+Versenden+sind+folgende+Fehler+aufgetreten%3A";
"mod_translations";"4";"1";"zur%26uuml%3Bck";
"mod_translations";"4";"1";"Ihr+Anliegen+wurde+uns+%FCbermittelt.+Vielen+Dank%21";
"mod_translations";"4";"1";"Absender+EMail";
"mod_translations";"4";"1";"Absender+Name";
"mod_translations";"4";"1";"Empf%E4nger+EMail";
"mod_translations";"4";"1";"Betreff";
"mod_translations";"4";"1";"Mailer";
"mod_translations";"4";"1";"mail";
"mod_translations";"4";"1";"qmail";
"mod_translations";"4";"1";"sendmail";
"mod_translations";"4";"1";"smtp";
"mod_translations";"4";"1";"SMTP+Host";
"mod_translations";"4";"1";"SMTP+User";
"mod_translations";"4";"1";"SMTP+Passwort";
"mod_translations";"7";"1";"Willkommen%21";
"mod_translations";"7";"1";"Zur+Contenido+Homepage";
"mod_translations";"15";"1";"Name";"Name"
"mod_translations";"15";"1";"E-Mail";"E-Mail"
"mod_translations";"15";"1";"Select";"Auswahl"
"mod_translations";"15";"1";"Type";"Typ"
"mod_translations";"15";"1";"Text+only";"Nur+Text"
"mod_translations";"15";"1";"HTML";"HTML"
"mod_translations";"15";"1";"Newsletter";"Newsletter"
